run_id,plan_found,plan_cost,plan_length,num_actions_generated,num_evals,num_get_actions_calls,num_goal_tests,num_states_generated,search_time_seconds,num_iterations,num_search_steps
1,true,259.0,259,31655,20381,11084,11085,20380,0.0093,1,20381
2,true,401.0,401,870838,578851,291682,291683,578849,0.1443,2,578851
3,true,425.0,425,5020,2983,1693,1694,2982,0.0007,1,2983
4,true,362.0,362,16708,10609,5815,5816,10608,0.0025,1,10609
5,true,289.0,289,4503125,2960456,1542466,1542467,2960455,0.6911,1,2960456
6,true,365.0,365,11756,7402,4079,4080,7399,0.0017,3,7402
7,true,302.0,302,31791,20438,11135,11136,20434,0.0048,4,20438
8,true,349.0,349,29703,19331,10098,10099,19329,0.0045,2,19331
9,true,320.0,320,93872,60728,32881,32882,60727,0.0141,1,60728
10,true,464.0,464,144210,95677,48181,48182,95674,0.0224,3,95677
11,true,280.0,280,79284,51981,27095,27096,51979,0.0122,2,51981
12,true,429.0,429,2566,1364,880,881,1361,0.0003,3,1364
13,true,242.0,242,115830,75866,39783,39784,75865,0.0177,1,75866
14,true,562.0,562,9356,5743,3178,3179,5741,0.0014,2,5743
15,true,342.0,342,152856,99848,52763,52764,99846,0.0234,2,99848
16,true,246.0,246,89601,58813,30580,30581,58812,0.0137,1,58813
17,true,343.0,343,31160,20423,10485,10486,20422,0.0048,1,20423
18,true,380.0,380,7774,4860,2639,2640,4858,0.0011,2,4860
19,true,365.0,365,3210,1848,1076,1077,1847,0.0004,1,1848
20,true,379.0,379,990176,652079,337798,337799,652078,0.1518,1,652079
21,true,240.0,240,37936,24877,12888,12889,24875,0.0058,2,24877
22,true,265.0,265,109228,72005,37014,37015,72004,0.0168,1,72005
23,true,440.0,440,2538,1317,871,872,1316,0.0003,1,1317
24,true,322.0,322,2888,1669,980,981,1668,0.0004,1,1669
25,true,406.0,406,11931,7545,4088,4089,7543,0.0018,2,7545
26,true,379.0,379,2564,1399,860,861,1397,0.0003,2,1399
27,true,280.0,280,3982335,2628807,1353313,1353314,2628806,0.6128,1,2628807
28,true,461.0,461,281277,184103,96823,96824,184102,0.0429,1,184103
29,true,426.0,426,63774,41610,21833,21834,41609,0.0098,1,41610
30,true,240.0,240,930872,618521,312179,312180,618520,0.1438,1,618521
31,true,280.0,280,51455,33266,17967,17968,33264,0.0077,2,33266
32,true,379.0,379,93375,60908,32194,32195,60907,0.0142,1,60908
33,true,165.0,165,7891,5116,2671,2672,5113,0.0012,3,5116
34,true,446.0,446,12537,7815,4356,4357,7814,0.0019,1,7815
35,true,463.0,463,581634,387162,194079,194080,387161,0.0902,1,387162
36,true,310.0,310,2543,1434,851,852,1432,0.0003,2,1434
