run_id,plan_found,plan_cost,plan_length,num_actions_generated,num_evals,num_get_actions_calls,num_goal_tests,num_states_generated,search_time_seconds,num_iterations,num_search_steps
65,true,43.0,43,17331,11246,6056,6057,11245,0.0026,1,11246
66,true,38.0,38,62191,40389,21794,21795,40381,0.0096,8,40389
67,true,35.0,35,14135,9277,4849,4850,9272,0.0022,5,9277
68,true,42.0,42,33757,21868,11880,11881,21861,0.0052,7,21868
69,true,42.0,42,46243,30083,16143,16144,30080,0.0071,3,30083
70,true,43.0,43,2904,1866,1010,1011,1865,0.0004,1,1866
71,true,52.0,52,24880,16162,8699,8700,16160,0.0039,2,16162
72,true,43.0,43,872,547,298,299,546,0.0001,1,547
73,true,43.0,43,2542,1649,872,873,1647,0.0004,2,1649
74,true,42.0,42,7048,4520,2516,2517,4513,0.0011,7,4520
75,true,41.0,41,15945,10422,5514,5515,10417,0.0024,5,10422
76,true,42.0,42,28975,18803,10165,10166,18794,0.0045,9,18803
77,true,34.0,34,14013,9192,4813,4814,9185,0.0022,7,9192
78,true,28.0,28,16235,10611,5618,5619,10606,0.0025,5,10611
79,true,46.0,46,10219,6649,3559,3560,6644,0.0016,5,6649
80,true,32.0,32,8843,5779,3051,3052,5776,0.0014,3,5779
81,true,33.0,33,5960,3913,2044,2045,3906,0.0009,7,3913
82,true,50.0,50,8412,5460,2931,2932,5457,0.0013,3,5460
83,true,55.0,55,68511,44436,24043,24044,44434,0.0105,2,44436
84,true,34.0,34,275470,179623,95850,95851,179615,0.0425,8,179623
85,true,35.0,35,13292,8682,4612,4613,8673,0.002,9,8682
86,true,36.0,36,7793,5055,2727,2728,5052,0.0012,3,5055
87,true,43.0,43,34835,22828,11984,11985,22827,0.0054,1,22828
88,true,38.0,38,16054,10426,5620,5621,10420,0.0025,6,10426
89,true,40.0,40,23581,15351,8217,8218,15348,0.0036,3,15351
90,true,53.0,53,16321,10645,5653,5654,10643,0.0025,2,10645
91,true,50.0,50,112292,72791,39487,39488,72786,0.0174,5,72791
92,true,52.0,52,13658,8901,4732,4733,8899,0.0021,2,8901
93,true,41.0,41,16371,10636,5719,5720,10635,0.0025,1,10636
94,true,46.0,46,126450,82560,43885,43886,82553,0.0194,7,82560
95,true,32.0,32,3693,2422,1254,1255,2421,0.0006,1,2422
96,true,44.0,44,36414,23650,12741,12742,23648,0.0056,2,23650
97,true,48.0,48,2141,1375,749,750,1373,0.0003,2,1375
98,true,37.0,37,9855,6379,3464,3465,6375,0.0015,4,6379
99,true,46.0,46,162927,106179,56728,56729,106174,0.0252,5,106179
100,true,48.0,48,4412,2845,1536,1537,2843,0.0007,2,2845
