heuristic
19
25
27
24
21
23
20
23
22
28
20
27
18
34
22
18
23
24
25
25
18
19
28
22
26
25
20
29
28
18
20
25
13
28
29
22
25
16
25
21
20
30
24
19
18
25
12
17
28
28
26
18
24
19
19
19
22
25
22
25
20
30
17
25
25
20
19
22
24
27
28
25
23
22
21
20
18
18
24
18
17
28
31
18
17
20
25
20
24
29
26
28
25
22
20
26
26
21
24
26
